Term,Name
GO:0046503,glycerolipid catabolic process
GO:0051403,stress-activated MAPK cascade
GO:2000142,"regulation of DNA-templated transcription, initiation"
GO:0010394,homogalacturonan metabolic process
GO:0000492,box C/D snoRNP assembly
GO:0000266,mitochondrial fission
GO:0007043,cell-cell junction assembly
GO:0042147,"retrograde transport, endosome to Golgi"
GO:0048024,"regulation of mRNA splicing, via spliceosome"
GO:0090559,regulation of membrane permeability
GO:0006361,transcription initiation from RNA polymerase I promoter
GO:0010205,photoinhibition
GO:0016829,lyase activity
GO:0002700,regulation of production of molecular mediator of immune response
GO:0009536,plastid
GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide
GO:0031572,G2 DNA damage checkpoint
GO:0071712,ER-associated misfolded protein catabolic process
GO:0031338,regulation of vesicle fusion
GO:0045682,regulation of epidermis development
GO:0043984,histone H4-K16 acetylation
GO:0032544,plastid translation
GO:0045604,regulation of epidermal cell differentiation
GO:0002784,regulation of antimicrobial peptide production
GO:1903008,organelle disassembly
GO:0010600,regulation of auxin biosynthetic process
GO:0033539,fatty acid beta-oxidation using acyl-CoA dehydrogenase
GO:0034329,cell junction assembly
GO:0016255,attachment of GPI anchor to protein
GO:0062033,positive regulation of mitotic sister chromatid segregation
GO:0046323,glucose import
GO:0018231,peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine
GO:0034982,mitochondrial protein processing
GO:0043155,"negative regulation of photosynthesis, light reaction"
GO:0008637,apoptotic mitochondrial changes
GO:0043486,histone exchange
GO:0098781,ncRNA transcription
GO:0006651,diacylglycerol biosynthetic process
GO:0000393,spliceosomal conformational changes to generate catalytic conformation
GO:2000144,"positive regulation of DNA-templated transcription, initiation"
GO:0035510,DNA dealkylation
GO:0051293,establishment of spindle localization
GO:0002921,negative regulation of humoral immune response
GO:0034330,cell junction organization
GO:0035066,positive regulation of histone acetylation
GO:2000058,regulation of ubiquitin-dependent protein catabolic process
GO:0051294,establishment of spindle orientation
GO:0030641,regulation of cellular pH
GO:0031062,positive regulation of histone methylation
GO:0033484,nitric oxide homeostasis
GO:0000973,posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery
GO:0006283,transcription-coupled nucleotide-excision repair
GO:0032434,regulation of proteasomal ubiquitin-dependent protein catabolic process
GO:0000380,"alternative mRNA splicing, via spliceosome"
GO:1905156,negative regulation of photosynthesis
GO:0070681,glutaminyl-tRNAGln biosynthesis via transamidation
GO:0010547,thylakoid membrane disassembly
GO:0000053,argininosuccinate metabolic process
GO:0000050,urea cycle
GO:0090354,regulation of auxin metabolic process
GO:0051452,intracellular pH reduction
GO:0031952,regulation of protein autophosphorylation
GO:0043201,response to leucine
GO:1901970,positive regulation of mitotic sister chromatid separation
GO:0050684,regulation of mRNA processing
GO:0033499,galactose catabolic process via UDP-galactose
GO:0032790,ribosome disassembly
GO:0009249,protein lipoylation
GO:0090311,regulation of protein deacetylation
GO:0006851,mitochondrial calcium ion transmembrane transport
GO:0010520,regulation of reciprocal meiotic recombination
GO:0031063,regulation of histone deacetylation
GO:0072523,purine-containing compound catabolic process
GO:0007569,cell aging
GO:0033397,zeatin metabolic process
GO:0050667,homocysteine metabolic process
GO:0006882,cellular zinc ion homeostasis
GO:0046415,urate metabolic process
GO:0010113,negative regulation of systemic acquired resistance
GO:0000470,maturation of LSU-rRNA
GO:0008348,negative regulation of antimicrobial humoral response
GO:0110029,negative regulation of meiosis I
GO:0046355,mannan catabolic process
GO:0060903,positive regulation of meiosis I
GO:0033619,membrane protein proteolysis
GO:2000060,positive regulation of ubiquitin-dependent protein catabolic process
GO:0010727,negative regulation of hydrogen peroxide metabolic process
GO:0033528,S-methylmethionine cycle
GO:0019388,galactose catabolic process
GO:0051447,negative regulation of meiotic cell cycle
GO:0048358,mucilage pectin biosynthetic process
GO:0009975,cyclase activity
GO:0061726,mitochondrion disassembly
GO:0019627,urea metabolic process
GO:0042407,cristae formation
GO:0046475,glycerophospholipid catabolic process
GO:0043457,regulation of cellular respiration
GO:0051054,positive regulation of DNA metabolic process
GO:0042246,tissue regeneration
GO:0033477,S-methylmethionine metabolic process
GO:0007035,vacuolar acidification
GO:1903362,regulation of cellular protein catabolic process
GO:0033354,chlorophyll cycle
GO:0042989,sequestering of actin monomers
GO:0002785,negative regulation of antimicrobial peptide production
GO:0045761,regulation of adenylate cyclase activity
GO:0046339,diacylglycerol metabolic process
GO:0070370,cellular heat acclimation
GO:0002775,antimicrobial peptide production
GO:0051453,regulation of intracellular pH
GO:0032231,regulation of actin filament bundle assembly
GO:1903052,positive regulation of proteolysis involved in cellular protein catabolic process
GO:1903364,positive regulation of cellular protein catabolic process
GO:0046902,regulation of mitochondrial membrane permeability
GO:0045840,positive regulation of mitotic nuclear division
GO:0031279,regulation of cyclase activity
GO:0000395,mRNA 5'-splice site recognition
GO:0045489,pectin biosynthetic process
GO:0010412,mannan metabolic process
GO:0050995,negative regulation of lipid catabolic process
GO:0061136,regulation of proteasomal protein catabolic process
GO:0006360,transcription by RNA polymerase I
GO:0052325,cell wall pectin biosynthetic process
GO:0010071,root meristem specification
GO:0009590,detection of gravity
GO:0006491,N-glycan processing
GO:0034394,protein localization to cell surface
GO:0019674,NAD metabolic process
GO:0046856,phosphatidylinositol dephosphorylation
GO:0007187,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"
GO:0000372,Group I intron splicing
GO:0046839,phospholipid dephosphorylation
GO:0030322,stabilization of membrane potential
GO:0000376,"RNA splicing, via transesterification reactions with guanosine as nucleophile"
GO:0006741,NADP biosynthetic process
GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway
